Category,Client Name,Trade Name 1,Trade Name 2,Trade Name 3,Trade Name 4
MARINE CONTRACTOR,Sanitation Services Company Limited,,,,
MARINE CONTRACTOR,City Services Limited,,,,
MARINE DIVING - COMMERCIAL,Lucayan Maritime Services Ltd.,,,,
MARINE PILOTAGE,FREEPORT MARITIME SERVICES LIMITED,,,,
MARINE PILOTAGE,Freeport Pilotage Company Limited,,,,
MARINE SUPPLIES - SALES,Bay Breeze Marina and Storage Ltd.,,,,
MARINE SUPPLIES - SALES,"Garvey, Donovan",,,,
MARINE SUPPLIES - SALES,Long's Marine (Grand Bahama) Ltd.,,,,
MARINE SURVEYORS,Epic Bahamas Inspection Company Limited,,,,
MARINE SURVEYORS,W.A.M. Company Limited,,,,
MARITIME SERVICES,FREEPORT MARITIME SERVICES LIMITED,,,,
MARITIME SERVICES,Lucayan Maritime Services Ltd.,,,,
MARITIME SERVICES,Overseas Marine Group Limited,,,,
MARITIME SERVICES,Hull Cleaning Bahamas Ltd.,,,,
MARITIME SERVICES,Ship Mate Ltd.,,,,
MARKETING SERVICES,"Roberts, Aryana Joy",,,,
MARKETING SERVICES,Fast Track Management Ltd.,,,,
MARKETING SERVICES,"Ward, Joseph V.",Classic Sounds International,,,
MARKETING SERVICES,Triton Global Petroleum Limited,,,,
MARKETING SERVICES,Airport Advertizing Freeport Limited,,,,
MARKETING SERVICES,Downtown Freeport Events Company Ltd.,,,,
MARKETING SERVICES,Mackey Media Ltd.,,,,
MARKETING SERVICES,Apex International Marketing Co. Ltd.,Apex Business Solutions,Bahamas Vacationer Fpo,Order Your Stuff,Sea Breeze Vacation Villas
MARKETING SERVICES,Barcarus Group Limited,,,,
MARKETING SERVICES,Good Friends Holdings Limited,Myriad Marketing Media & Entertainment Group,,,
MARKETING SERVICES,Apex International Marketing Co. Ltd.,,,,
MARKETING SERVICES,Grand Bahama Island Promotion Board,PROMOTION BOARD,GRAND BAHAMA TOURIST & CONV BD,,
MARKETING SERVICES,MYB Solutions Ltd.,,,,
MARKETING SERVICES,"Seymour, Emrinique",Esocial Marketing,,,
MARKETING SERVICES,"Canter, Teia N.",,,,
MARKETING SERVICES,"Outten, Frankelle",,,,
MARKETING SERVICES,"Hall, Brandon Immanuel",,,,
MARKETING SERVICES,"Smith, Gregory",Straight Talk,,,
MARKETING SERVICES,"Inlight Partners, Ltd.",,,,
MARKETING SERVICES,Barefoot Marketing Limited,,,,
MARKETING SERVICES,"Adderley, Peter",,,,
MARKETING SERVICES,NCDA Bahamas Ltd,,,,
MARKETING SERVICES,"Pinder, Sasha",Be My Guest Development,,,
MARKETING SERVICES,"Smith, Asher",,,,
MARKETING SERVICES,"Miller, Lorenzo Tarrel",,,,
MASSAGE SERVICES,"Skinner, Tonique",,,,
MASSAGE SERVICES,"McDonald, Vivian Marie",,,,
MASSAGE SERVICES,"Gottlieb-Sarles, Marina",,,,
MASSAGE SERVICES,"Cooper, Meredith",,,,
MASSAGE SERVICES,RA Balance Bahamas Ltd.,,,,
MASSAGE SERVICES,"Newchurch, Adriana M.",Guardian Angels (Holistic Massage) Therapy,,,
MECHANICAL CONTRACTORS,Caribbean International Air Conditioning Services Limited,,,,
MECHANICAL CONTRACTORS,Syngad Services Limited,,,,
MECHANICAL CONTRACTORS,Advance Controls and Equipment Company (Bahamas) Limited,,,,
MECHANICAL ENGINEERING,Motherwell Bridge Bhicam Limited,,,,
MECHANICAL ENGINEERING,"Architects Incorporate Limited, The",,,,
MECHANICAL ENGINEERING,Mechanical Engineering Limited,,,,
MECHANICAL ENGINEERING,Darius Williams & Associates Limited,,,,
MECHANICAL ENGINEERING,Pinder's Plumbing (1982) Limited,,,,
MECHANICAL SERVICES,Sigec International (Bahamas) Limited,,,,
MECHANICAL SERVICES,T & M General Construction Limited,,,,
MEDICAL CLINIC - OPERATION,Danca Investments Limited,,,,
MEDICAL CLINIC - OPERATION,Bahamas Heart Centre (Freeport) Limited,,,,
MEDICAL CLINIC - OPERATION,Horizon Investment Company Limited,,,,
MEDICAL CLINIC - OPERATION,Health Enhancement Ltd.,,,,
MEDICAL CLINIC - OPERATION,Grand Bahama Cardiovascular Center Ltd.,,,,
MEDICAL CLINIC - OPERATION,Immunological Researching Centre,,,,
MEDICAL CLINIC - OPERATION,Sunrise Medical Centre Limited,,,,
MEDICAL CLINIC - OPERATION,Kidney Centre Limited,,,,
MEDICAL CLINIC - OPERATION,Doctors Hospital (Bahamas) Limited,,,,
MEDICAL CLINIC - OPERATION,Lucayan's Family Care & Concierges Ltd.,,,,
MEDICAL CLINIC - OPERATION,Eden Well Group Ltd.,,,,
MEDICAL CLINIC - OPERATION,"Life Sight Vision Centre (Freeport) Ltd.
",,,,
MEDICAL EQUIPMENT - SALES,Safety 1st Supplies & Equipment Ltd.,,,,
MEDICAL EQUIPMENT - SALES,Burton Medical Logistics Ltd.,,,,
MEDICAL EQUIPMENT - SALES,"Rigby, Giovanni Terrell",Alpha Medical Suppliers Bahamas,,,
MEDICAL EQUIPMENT - SALES,"Roberts-Robinson, Cottrice Agnes",,,,
MEDICAL EQUIPMENT - SALES,Bahamas Medical & Surgical Supplies Limited,,,,
MEDICAL EQUIPMENT - SALES,"Sawyer, Madlene M., M.D.",,,,
MEDICAL EQUIPMENT - SALES,Health Enhancement Ltd.,,,,
MEDICAL EQUIPMENT - SALES,A. L. Bethel Enterprises Ltd.,,,,
MEDICAL LABORATORY,Health Enhancement Ltd.,,,,
MEDICAL LABORATORY,Grand Bahama Cardiovascular Center Ltd.,,,,
MEDICAL LABORATORY,Adam's Analytical Laboratories Ltd.,,,,
MEDICAL LABORATORY,"Family Medicine Center Limited, The",,,,
MEDICAL LABORATORY,Premier Clinical Laboratory Ltd.,,,,
MEDICAL LABORATORY,Doctors Hospital (Bahamas) Limited,,,,
MEDICAL LABORATORY,"Life Sight Vision Centre (Freeport) Ltd.
",,,,
MEDICAL LABORATORY,Bonaventure Medical Laboratory Ltd.,,,,
MEDICAL PRACTITIONER - DENTIST,Sunrise Smiles Ltd.,,,,
MEDICAL PRACTITIONER - DENTIST,"Storr, Jillian N. & Storr, Rorey A.",Grand Bahama Dentistry,,,
MEDICAL PRACTITIONER - DENTIST,"Reid, Charlene",Easy Dental Care,,,
MEDICAL PRACTITIONER - DENTIST,"Culmer, Janure and Lowe, Jenai",Jenja Dental Spa,,,
MEDICAL PRACTITIONER - DENTIST,"Hanna, Anwar",,,,
MEDICAL PRACTITIONER - DENTIST,Soft Touch Dental Limited,,,,
MEDICAL PRACTITIONER - DENTIST,Grand Bahama Cardiovascular Center Ltd.,,,,
MEDICAL PRACTITIONER - DENTIST,Bahamas Orthodontic Centre Limited,,,,
MEDICAL PRACTITIONER - DENTIST,"Russell, L. Barry",Bahamas Orthodontic Centre,,,
MEDICAL PRACTITIONER - DENTIST,"Bain, Larry L., Dr.",,,,
MEDICAL PRACTITIONER - DENTIST,Bright Smiles Dental Center Ltd.,Floss Oral Health Store,,,
MEDICAL PRACTITIONER - DENTIST,"Thompson, Woodley C.",,,,
MEDICAL PRACTITIONER - DENTIST,"Franks-Forbes, Russanne",Pavilion Dental,,,
MEDICAL PRACTITIONER - DENTIST,"Bastian, W. Owen",,,,
MEDICAL PRACTITIONER - DOCTOR,Kelafo Collie Co. Ltd.,,,,
MEDICAL PRACTITIONER - DOCTOR,"Rolle, Leviticus",Geneva Wellness Centre,,,
MEDICAL PRACTITIONER - DOCTOR,"Orthopaedic Center Limited, The",,,,
MEDICAL PRACTITIONER - DOCTOR,"Albury-Harris, Kristene",Pinnacle Medical Clinic,,,
MEDICAL PRACTITIONER - DOCTOR,"Charite, George","Center for Wound Care & Hyperbaric Medicine, The",,,
MEDICAL PRACTITIONER - DOCTOR,"Gutam, Mani K.",Family Practice Centre,,,
MEDICAL PRACTITIONER - DOCTOR,"Bevans, Stacie Marcia",First Choice Family Health Center,,,
MEDICAL PRACTITIONER - DOCTOR,"McIntosh, Latesha",St. Thomas Medical Centre,,,
MEDICAL PRACTITIONER - DOCTOR,"Deveaux, Dennis & Lewis-Deveaux, Teykia",Grand Bahama Pediatrics,,,
MEDICAL PRACTITIONER - DOCTOR,"Advanced Surgery Care and Weight-Loss Center Ltd.
",,,,
MEDICAL PRACTITIONER - DOCTOR,"Sawyer, Madlene M., M.D.",,,,
MEDICAL PRACTITIONER - DOCTOR,"Brown, Rolston Eric, M.D.",,,,
MEDICAL PRACTITIONER - DOCTOR,"Bethel, Dr. Marcus C.",,,,
MEDICAL PRACTITIONER - DOCTOR,"Roop, Ras Jah Dr.",,,,
MEDICAL PRACTITIONER - DOCTOR,"Etuk, Dr. Pamela",,,,
MEDICAL PRACTITIONER - DOCTOR,"Brown, Conville  S. Dr.",,,,
MEDICAL PRACTITIONER - DOCTOR,Renal Care Limited,,,,
MEDICAL PRACTITIONER - DOCTOR,Danca Investments Limited,,,,
MEDICAL PRACTITIONER - DOCTOR,Grand Bahama Cardiovascular Center Ltd.,,,,
MEDICAL PRACTITIONER - DOCTOR,"Lockhart, Renee V.",SEAHORSE FAMILY HEALTH CENTRE,,,
MEDICAL PRACTITIONER - DOCTOR,Health Concerns Enterprises Limited,,,,
MEDICAL PRACTITIONER - DOCTOR,"Bethel, Kevin",Family Wellness Centre,,,
MEDICAL PRACTITIONER - DOCTOR,"Bartlette, Frank G.",Comprehensive Care Clinic,,,
MEDICAL PRACTITIONER - DOCTOR,"Hunt, Paul B.",,,,
MEDICAL PRACTITIONER - DOCTOR,"Darville, Michael  R. and Archer, Ian T.",,,,
MEDICAL PRACTITIONER - DOCTOR,"Ferguson, Wilfred P. Dr.",Heritage Pediatrics Clinic,,,
MEDICAL PRACTITIONER - DOCTOR,"Leon, Frumentis Modestus Dr.",,,,
MEDICAL PRACTITIONER - DOCTOR,"Burton, Dr. Vincent Ricardo",Grand Bahama Anaesthesia & Pain Management Company,,,
MEDICAL PRACTITIONER - DOCTOR,"Akazie, Ndubuisi",Towncare Medical Center,,,
MEDICAL PRACTITIONER - DOCTOR,"Zonicle-Newton, Samra Marina",Body and Sole Family Practice Clinic,,,
MEDICAL PRACTITIONER - DOCTOR,"Bodie, Shamanique S. & Williams, Wellington R. A.",Bahamas Wellness Centre,,,
MEDICAL PRACTITIONER - DOCTOR,"Albury, Caryn Alyson P.",,,,
MEDICAL PRACTITIONER - DOCTOR,"Johnson, Tiadra",Lucayan's Family Doctor,,,
MEDICAL SERVICES - MISCELLANEOUS,"Bodie, Shamanique S. & Williams, Wellington R. A.",,,,
MEDICAL SERVICES - MISCELLANEOUS,"Ferguson, Alex Burk",Holistic Health Pavilion,,,
MEDICAL SERVICES - MISCELLANEOUS,"King, Kevin","Natural Health Clinic, The",,,
MEDICAL SERVICES - MISCELLANEOUS,Radiant Health Clinic Limited,,,,
MEDICAL SERVICES - MISCELLANEOUS,"Gilbert, Hannah",Flamingo Lingo,,,
MEDICAL SERVICES - MISCELLANEOUS,Bahamas Resilience Center,,,,
MEDICAL SERVICES - PHYSIOTHERAPY,Physio Works Limited,,,,
MEDICAL SERVICES - PHYSIOTHERAPY,"Malcolm-Ward, Taneca A.",Accelerated Rehabilitative Care,,,
MEDICAL SERVICES - PHYSIOTHERAPY,"Roberts-Robinson, Cottrice Agnes",ACD Home Medical Supply,,,
MEDICAL SERVICES - PHYSIOTHERAPY,"Lightbourne-Taylor, Ramona Lynn","HomePhysio, @",,,
MEDICAL SERVICES: OPTHALMOLOGY,"Life Sight Vision Centre (Freeport) Ltd.
",,,,
MEDICAL SERVICES: OPTHALMOLOGY,His Gift of Sight Ltd.,,,,
MEDICAL SERVICES: OPTHALMOLOGY,Ash Eye Institute Ltd.,,,,
MEDICAL SERVICES: OPTHALMOLOGY,"Rolle, Noelyn Dr.",ISLAND OPTICAL,,,
MEDICAL SERVICES: OPTHALMOLOGY,Centerville Optical Limited,Bahamas Vision Centre,,,
MICRO/RETAIL BUSINESS,"Collie, Frances E.",,,,
MICRO/RETAIL BUSINESS,"Symonette, Rosanne",,,,
MICRO/RETAIL BUSINESS,"Mcphee, Myrtis Gloria",,,,
MICRO/RETAIL BUSINESS,"Richardson, David Paul",,,,
MICRO/RETAIL BUSINESS,"Adams, Ovanta",,,,
MICRO/RETAIL BUSINESS,"Zephy, Yvette",,,,
MICRO/RETAIL BUSINESS,"Pinder, Harold",,,,
MICRO/RETAIL BUSINESS,"Carroll, Jonathan Jerome & Pennerman, Syvonia Zakiya",,,,
MICRO/RETAIL BUSINESS,"Martin, Mernessia",,,,
MICRO/RETAIL BUSINESS,"Williams, Sandra",,,,
MICRO/RETAIL BUSINESS,"Smith, Shirley",,,,
MICRO/RETAIL BUSINESS,"Ward, Livingston",,,,
MICRO/RETAIL BUSINESS,"Francois, Carol",,,,
MICRO/RETAIL BUSINESS,"Woodside, Marcia C.",,,,
MICRO/RETAIL BUSINESS,"Carey, Tirzah Patra",,,,
MICRO/RETAIL BUSINESS,"Bowe-Adderley, Cabrena Lean",,,,
MICRO/RETAIL BUSINESS,"Sands, Elaine & Tinker, Ivoree",,,,
MICRO/RETAIL BUSINESS,"Bowleg, Joann",,,,
MICRO/RETAIL BUSINESS,"Moss, Coline",,,,
MICRO/RETAIL BUSINESS,"Rolle, Marc",,,,
MICRO/RETAIL BUSINESS,"Fowler, Cynthia Louise",,,,
MICRO/RETAIL BUSINESS,"Cooper, Esther",,,,
MICRO/RETAIL BUSINESS,"Duncan, Rudolph",,,,
MICRO/RETAIL BUSINESS,"Ferguson, Pamela Elizabeth",,,,
MICRO/RETAIL BUSINESS,"Rigby, Nadia",,,,
MICRO/RETAIL BUSINESS,"Cunningham, Naomi",,,,
MICRO/RETAIL BUSINESS,"Brown, Ophelia P.",,,,
MICRO/RETAIL BUSINESS,"Bowe, Kashala Kianqua and Johnson, Jovan Javier",,,,
MICRO/RETAIL BUSINESS,"Barrett, Jacqueline and Barrett, Tiffany",,,,
MICRO/RETAIL BUSINESS,"Pinder, Deon S. & Smith, Dashana M.",,,,
MICRO/RETAIL BUSINESS,"Robinson, Delores",,,,
MICRO/RETAIL BUSINESS,"Wilson, George & Martin, Junior Sanford",,,,
MICRO/RETAIL BUSINESS,"Pinder, Eunice",,,,
MICRO/RETAIL BUSINESS,"Lewis, Justin",,,,
MICRO/RETAIL BUSINESS,"Saunders, Franklin & Saunders, Rose Margert",,,,
MICRO/RETAIL BUSINESS,"Jones, Leateka",,,,
MICRO/RETAIL BUSINESS,"Lightbourne, Jennie",,,,
MICRO/RETAIL BUSINESS,"Hanna, Constance C. & Ferguson, Kevia G.",,,,
MICRO/RETAIL BUSINESS,"Turnquest, Denise",,,,
MICRO/RETAIL BUSINESS,"Corneille, Henry & Corneille, Henryana",,,,
MICRO/RETAIL BUSINESS,"Smith, Lloma B. & Smith, Flora L.",,,,
MICRO/RETAIL BUSINESS,"Stubbs, Sherrel",,,,
MICRO/RETAIL BUSINESS,"Joseph, Philip Kai",,,,
MICRO/RETAIL BUSINESS,"Rolle, Kishmere",,,,
MICRO/RETAIL BUSINESS,"Colton, Mable V. & Rolle, Ritica S.",,,,
MICRO/RETAIL BUSINESS,"Bain, Monique Racquel",,,,
MICRO/RETAIL BUSINESS,"Ferguson, Miceale Nakira",,,,
MICRO/RETAIL BUSINESS,"Rolle, Ronnessia V. & Missick-Rolle, Eva V.",,,,
MICRO/RETAIL BUSINESS,"Colebrooke, Gwendolyn & Pinder, Sharon",,,,
MICRO/RETAIL BUSINESS,"Laing, Claudine",,,,
MICRO/RETAIL BUSINESS,"Dean, Joycelyn & Dean, Lynette Anastacia",,,,
MICRO/RETAIL BUSINESS,"Humes, Don & Humes, Karen",,,,
MICRO/RETAIL BUSINESS,"Smith, Monique",,,,
MICRO/RETAIL BUSINESS,"Erskin-Carey, Tenisha",,,,
MICRO/RETAIL BUSINESS,"Evans, Elva",,,,
MICRO/RETAIL BUSINESS,"McKinney, Janessa Juliette & McKinney, Lavonya Zaria",,,,
MICRO/RETAIL BUSINESS,"Smith, Jason James & Smith, Joshua Ricardo",,,,
MICRO/RETAIL BUSINESS,"Gibson, Voynell & Eustrom, Alethia",,,,
MICRO/RETAIL BUSINESS,"Colebrooke, Izona",,,,
MICRO/RETAIL BUSINESS,"Bootle, Sharon Helena",,,,
MICRO/RETAIL BUSINESS,"Smith, Denise Nahoma & Smith, Ann",,,,
MICRO/RETAIL BUSINESS,"Ferguson, Ashlie P.",,,,
MICRO/RETAIL BUSINESS,"McGregor, Pamela",,,,
MICRO/RETAIL BUSINESS,"Nelson, Annise & Adolph, Alfredo",,,,
MICRO/RETAIL BUSINESS,"Simmons, Jacqueline Ann & Burrows, Jammal",,,,
MICRO/RETAIL BUSINESS,"Burrows, George A.",,,,
MICRO/RETAIL BUSINESS,"Rolle, Sophia Lorene",,,,
MICRO/RETAIL BUSINESS,"Flowers-Saunders, Sandy Ann",,,,
MICRO/RETAIL BUSINESS,"Saunders, Warren Jr",,,,
MICRO/RETAIL BUSINESS,"Munnings, Patricia & Miller-Maycock, Karen",,,,
MICRO/RETAIL BUSINESS,"Fritzgerald, Kahtell Empress",,,,
MICRO/RETAIL BUSINESS,"Valdes, Juan",,,,
MICRO/RETAIL BUSINESS,"Baptiste, Patrice Charmaine & Baptiste, Georgia",,,,
MICRO/RETAIL BUSINESS,"Hanna, Glendina E., Hanna, Preka & Hanna, Da'Vana",,,,
MICRO/RETAIL BUSINESS,"Adderley, Dorcas E.",,,,
MICRO/RETAIL BUSINESS,"Bastian, Shervin & Bastian, Donna",,,,
MICRO/RETAIL BUSINESS,"Saunders, Edna",,,,
MICRO/RETAIL BUSINESS,"Carter, Leno M.",,,,
MICRO/RETAIL BUSINESS,"O'Brien, Maude Yvonne",,,,
MICRO/RETAIL BUSINESS,"Higgs, Priscilla Irene & Higgs, Lisa Nyoka",,,,
MICRO/RETAIL BUSINESS,"Richardson, Mavis Yvonne",,,,
MICRO/RETAIL BUSINESS,"Bartlett, Cheryl",,,,
MICRO/RETAIL BUSINESS,"Taylor, Estella Elizabeth",,,,
MICRO/RETAIL BUSINESS,"Moss, Sharika Shanta",,,,
MICRO/RETAIL BUSINESS,"Tido, Amanda",,,,
MICRO/RETAIL BUSINESS,"Burrows, Gladys",,,,
MICRO/RETAIL BUSINESS,"Curry, Latonia K.",,,,
MICRO/RETAIL BUSINESS,"Duncombe, Leslie",,,,
MICRO/RETAIL BUSINESS,Nature's Fresh Produce Farm Ltd.,,,,
MICRO/RETAIL BUSINESS,"Dorsett, Anthony",,,,
MICRO/RETAIL BUSINESS,"Brown, Ian Lamark Simeon",,,,
MICRO/RETAIL BUSINESS,"Hall, Annis B.",,,,
MICRO/RETAIL BUSINESS,"Rolle, Laushan Mehaire & McKenzie, Reginal Darrin",,,,
MICRO/RETAIL BUSINESS,"St Albord, Alexandria Syntyche & St Albord, Syria Gabrielle",,,,
MICRO/RETAIL BUSINESS,"McIntosh, Crystal",,,,
MICRO/RETAIL BUSINESS,"Higgs, Kendith",,,,
MICRO/RETAIL BUSINESS,"Gordon, Joan",,,,
MICRO/RETAIL BUSINESS,"Williams, Carnetta",,,,
MICRO/RETAIL BUSINESS,"Rolle, La'Kecia S.",,,,
MICRO/RETAIL BUSINESS,"Roberts, Eulalee T.",,,,
MICRO/RETAIL BUSINESS,"Brennen-Russell, Sheryl",,,,
MICRO/RETAIL BUSINESS,"Penn, Canicake",,,,
MICRO/RETAIL BUSINESS,"Adderley, Jerrisma",,,,
MICRO/RETAIL BUSINESS,"Basden, James D. & Basden, Mellie C.",,,,
MICRO/RETAIL BUSINESS,"Guerrier, Makeda & Guerrier, Joann",,,,
MICRO/RETAIL BUSINESS,"Arthur, Eunice A.",,,,
MICRO/RETAIL BUSINESS,"Pinder, Annette A. & Pinder, Tatyana S.",,,,
MICRO/RETAIL BUSINESS,"Deveaux, Keshera Onouche & Campbell, Alfreka Nakkier",,,,
MICRO/RETAIL BUSINESS,"Armbrister, Eboni Karvondell",,,,
MICRO/RETAIL BUSINESS,"Moore, Andrea Antoinette",,,,
MICRO/RETAIL BUSINESS,"McPhee, Takia Shanakia",,,,
MICRO/RETAIL BUSINESS,"Laing, Daisy Fairlane & Knowles-Roberts, Melinda Amelia",,,,
MICRO/RETAIL BUSINESS,"Capron-Smith, Triskey Monique",,,,
MICRO/RETAIL BUSINESS,"Woodside, Kaysha Lashelle",,,,
MICRO/RETAIL BUSINESS,"Johnson, Patrina",,,,
MICRO/RETAIL BUSINESS,"Burrows, Sharon",,,,
MICRO/RETAIL BUSINESS,"Burrows, Annamae P.",,,,
MICRO/RETAIL BUSINESS,"Scott, Maria",,,,
MICRO/RETAIL BUSINESS,"Marche-Davis, Bridget",,,,
MICRO/RETAIL BUSINESS,"Thompson, Winnifred",,,,
MICRO/RETAIL BUSINESS,"Taylor, Rochelle M.",,,,
MICRO/RETAIL BUSINESS,"Laguere, Ragene",,,,
MICRO/RETAIL BUSINESS,"Smith, Hugh McArthur and Smith, Vernique Charlene",,,,
MICRO/RETAIL BUSINESS,"Burrows, Linda",,,,
MICRO/RETAIL BUSINESS,"Burrows, Phillipa Linda",,,,
MICRO/RETAIL BUSINESS,"Jervis, Claudine Ann",,,,
MICRO/RETAIL BUSINESS,"Williams, Mary Elizabeth",,,,
MICRO/RETAIL BUSINESS,"Missick, Levitus Q.",,,,
MICRO/RETAIL BUSINESS,"Laing, Gloria J.",,,,
MICRO/RETAIL BUSINESS,"Collie, Genevieve",,,,
MICRO/RETAIL BUSINESS,"Monroe, Maquelle",,,,
MICRO/RETAIL BUSINESS,"Dean, Nancy",,,,
MICRO/RETAIL BUSINESS,"McKenzie, Julian",,,,
MICRO/RETAIL BUSINESS,"Moxey, Deann",,,,
MICRO/RETAIL BUSINESS,"Higgs, Gordon M.",,,,
MICRO/RETAIL BUSINESS,"McKinney, Brenda P. and Carroll, Kayla C.",,,,
MICRO/RETAIL BUSINESS,"McKenzie, Terrance",,,,
MICRO/RETAIL BUSINESS,"Whymns, Delphine",,,,
MICRO/RETAIL BUSINESS,"Thomas, Laverne",,,,
MICRO/RETAIL BUSINESS,"Ferguson, Joycelyn Elizabeth",,,,
MICRO/RETAIL BUSINESS,"Fawkes, Olga Mae",,,,
MICRO/RETAIL BUSINESS,"Rolle, Stacey Inger",,,,
MICRO/RETAIL BUSINESS,"Carey, Wayne Willmore & Carey, Genice Joan",,,,
MICRO/RETAIL BUSINESS,"Watson, Carol Mae & Watson, Bruce",,,,
MICRO/RETAIL BUSINESS,"Bain, Erma L.",,,,
MICRO/RETAIL BUSINESS,"Goldsmith, Terence",,,,
MICRO/RETAIL BUSINESS,"Rolle, Betsylee",,,,
MICRO/RETAIL BUSINESS,"Webb, Melony",,,,
MICRO/RETAIL BUSINESS,"Pinder, Shirley",,,,
MICRO/RETAIL BUSINESS,"Antoine, Marie Y.",,,,
MICRO/RETAIL BUSINESS,"Johnson, Peggy",,,,
MICRO/RETAIL BUSINESS,"Williams, Carla",,,,
MICRO/RETAIL BUSINESS,"McMinns, Louise Icelyn",,,,
MICRO/RETAIL BUSINESS,"Johnson, Esther Mae & Johnson, Nathaniel",,,,
MICRO/RETAIL BUSINESS,"Curry, Vinter",,,,
MICRO/RETAIL BUSINESS,"Longley, Nicole",,,,
MICRO/RETAIL BUSINESS,"Gray, Beverley",,,,
MICRO/RETAIL BUSINESS,"Jones, Barbara Evelena",,,,
MICRO/RETAIL BUSINESS,"Roberts, Javerie",,,,
MICRO/RETAIL BUSINESS,"Rose, Wendy",,,,
MICRO/RETAIL BUSINESS,"Moxey, Cecilia & Moxey, Jessica",,,,
MICRO/RETAIL BUSINESS,"Roxbury, Jasmine",,,,
MICRO/RETAIL BUSINESS,"Davis, Carelyn L.",,,,
MICRO/RETAIL BUSINESS,"Rolle, Lloyd Ricardo Jr.",,,,
MICRO/RETAIL BUSINESS,"Saunders, Nakeshia",,,,
MICRO/RETAIL BUSINESS,"Delancey, Jamie Cherry",,,,
MICRO/RETAIL BUSINESS,"Major, Christine D.",,,,
MICRO/RETAIL BUSINESS,"Lockhart, Rochelle",,,,
MICRO/RETAIL BUSINESS,"Bain, Delores Cecile",,,,
MICRO/RETAIL BUSINESS,"Raymond, Magarette",,,,
MICRO/RETAIL BUSINESS,"Timothee, Luckner",,,,
MICRO/RETAIL BUSINESS,"Young, Patrice",,,,
MICRO/RETAIL BUSINESS,"Lewis, Julius Steven",,,,
MICRO/RETAIL BUSINESS,"Russell, Monica",,,,
MICRO/RETAIL BUSINESS,"Duncombe, Merlyn",,,,
MICRO/RETAIL BUSINESS,"Smith, Portia",,,,
MICRO/RETAIL BUSINESS,"Duncombe, Jocelyn",,,,
MICRO/RETAIL BUSINESS,"Missick, Edith D.",,,,
MICRO/RETAIL BUSINESS,"Dean, Sybil",,,,
MICRO/RETAIL BUSINESS,"Jones-Williams, Deandra and Jones, Valarie Andrea",,,,
MICRO/RETAIL BUSINESS,"Davis, Marralyn",,,,
MICRO/RETAIL BUSINESS,"Legerme, Kathy",,,,
MICRO/RETAIL BUSINESS,"Clarke, Flora",,,,
MICRO/RETAIL BUSINESS,"Kelly, Billy",,,,
MICRO/RETAIL BUSINESS,"Rigby, Dian C.",,,,
MICRO/RETAIL BUSINESS,"Curry, Frederica Deann",,,,
MICRO/RETAIL BUSINESS,"Williams, Victoria",,,,
MICRO/RETAIL BUSINESS,"Pratt, Dorothy",,,,
MICRO/RETAIL BUSINESS,"Burrows, Madlyn",,,,
MICRO/RETAIL BUSINESS,"Riley, Kayla",,,,
MICRO/RETAIL BUSINESS,"Rolle, Maralyn",,,,
MICRO/RETAIL BUSINESS,"Francis, Syprianna",,,,
MICRO/RETAIL BUSINESS,"Dawkins, Delores",,,,
MICRO/RETAIL BUSINESS,"Lowe, Eleazer and Lowe, Shirley",,,,
MICRO/RETAIL BUSINESS,"Pinder, Coral Valencia",,,,
MICRO/RETAIL BUSINESS,"Storr-Russell, Shonnell",,,,
MICRO/RETAIL BUSINESS,"Hanna, Anthony E.",,,,
MICRO/RETAIL BUSINESS,"Cooper, Maryann",,,,
MICRO/RETAIL BUSINESS,"Russell, Lauranamay Jewel",,,,
MICRO/RETAIL BUSINESS,"Cooper, Ena",,,,
MICRO/RETAIL BUSINESS,"Gibson, Mirilyn",,,,
MICRO/RETAIL BUSINESS,"Hall, Michelle",,,,
MICRO/RETAIL BUSINESS,"Brown, Simeon",,,,
MICRO/RETAIL BUSINESS,"Bethell, Shantell Patrice",,,,
MICRO/RETAIL BUSINESS,"McPhee-Wildgoose, Eunica",,,,
MICRO/RETAIL BUSINESS,"Courtney, Andreine T.",,,,
MICRO/RETAIL BUSINESS,"Paulino, Phillippa and Brown, Ethel",,,,
MICRO/RETAIL BUSINESS,"Colebrook, Phyillice and Colebrook, Shantell",,,,
MICRO/RETAIL BUSINESS,"Been, Helena",,,,
MICRO/RETAIL BUSINESS,"Smith, Proline",,,,
MICRO/RETAIL BUSINESS,"Lewis, Kathleen",,,,
MICRO/RETAIL BUSINESS,"Burrows-Capron, Chastity",,,,
MICRO/RETAIL BUSINESS,"Grant, Sheldon",,,,
MICRO/RETAIL BUSINESS,"Colebrooke, Travaughn Kasey",,,,
MICRO/RETAIL BUSINESS,"Moore, Walter A. and Moore, Sophia G.",,,,
MICRO/RETAIL BUSINESS,"Cox, Keira",,,,
MICRO/RETAIL BUSINESS,"Armbrister, George",,,,
MICRO/RETAIL BUSINESS,"Rodgers, Donna Anita and Cooper, Doriean Dornette",,,,
MICRO/RETAIL BUSINESS,"Flowers, Mark",,,,
MICRO/RETAIL BUSINESS,"Nixon, Daphne D.",,,,
MICRO/RETAIL BUSINESS,"Codella, Lisa",,,,
MICRO/RETAIL BUSINESS,"Rolle, Shonia",,,,
MICRO/RETAIL BUSINESS,"Rodgers, Delcita P.",,,,
